Id;FirmenNr;HaeuserNr;ETRS_UTM33N_X;ETRS_UTM33N_Y;Firma;Vorlage;FlurstuecksNr;BrandkatasterNr;Hausname;HausNr;Strasse;Strassenteil;Stadtteil;Gewerbename;Gewerbetyp;STR_NAME_2018;HNR_2018;PLZ_2018;FLURSTUECKSNR_2018;SBZ_NR_2018;SBZ_NAME_2018;OT_NR_2018;OT_NAME_2018;
97;1097;69;319373.6253;5690594.0272;Robert Lindner;Lindner, Robert;47;10;Kleiner Kuchengarten;2;Breite Straße;;Anger-Crottendorf;Buchdruckerei;Druckereien;Breite Straße;2;04317;47;3;Südost;30;Reudnitz-Thonberg;
98;14;70;318784.14499999897;5690421.94079999;Spamersche Buchbinderei;Spamersche Buchbinderei, Inh.: Dr. Josef Petersmann;276b;298;;7;Breitkopfstraße;;Reudnitz;Buchbinderei;Buchbinderhandwerk;Breitkopfstraße;7;04317;280c;3;Südost;30;Reudnitz-Thonberg;
99;935;70;318784.14499999897;5690421.94079999;Spamersche Buchdruckerei;Spamersche Buchdruckerei, Inh.: Dr. Josef Petersmann;276b;298;;7;Breitkopfstraße;;Reudnitz;Schriftgießerei, Galvanoplastik, Stereotypie;Satzherstellung;Breitkopfstraße;7;04317;280c;3;Südost;30;Reudnitz-Thonberg;
100;935;70;318784.14499999897;5690421.94079999;Spamersche Buchdruckerei;Spamersche Buchdruckerei, Inh.: Dr. Josef Petersmann;276b;298;;7;Breitkopfstraße;;Reudnitz;Rotations- u.Buchdruckerei;Druckereien;Breitkopfstraße;7;04317;280c;3;Südost;30;Reudnitz-Thonberg;
101;13;71;318810.446;5690553.121;Julius Hager;Julius Hager, Inh.: Johannes Maul;276c;298B;;9;Breitkopfstraße;;Reudnitz;Buchbinderei;Buchbinderhandwerk;Breitkopfstraße;0;04317;276c;3;Südost;30;Reudnitz-Thonberg;
102;209;72;318854.102;5690611.33;Verlag des Schwaneberger-Album Schaufuß & Stolpe G.m.b.H.;Verlag des Schwaneberger-Album Schaufuß & Stolpe G.m.b.H.;787;507;;24;Breitkopfstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Breitkopfstraße;0;04317;787;3;Südost;30;Reudnitz-Thonberg;
103;208;73;318860.055;5690635.142000001;Ernst Wiest Nachf., Verlagsbuchhandlung, G.m.b.H.;Ernst Wiest Nachf., Verlagsbuchhandlung, G.m.b.H.;786;508;;26;Breitkopfstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Breitkopfstraße;0;04317;786;3;Südost;30;Reudnitz-Thonberg;
104;210;74;314771.365;5689180.1151;Oswald Thomas Verlag;Oswald Thomas Verlag;246;85C;;25;Brockhausstraße;;Schleußig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Brockhausstraße;25;04229;246;5;Südwest;50;Schleußig;
105;211;75;314773.9879;5689233.98939999;Presseverlag Leopold J. Klotz;Presseverlag Leopold J. Klotz;213k;87;;34;Brockhausstraße;;Schleußig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Brockhausstraße;34;04229;213k;5;Südwest;50;Schleußig;
106;212;76;317391.615;5690227.682999999;Max Singer;Max Singer, Sportverlag;1211e;475J;;1;Brüderstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Brüderstraße;0;04103;1211e;0;Mitte;2;Zentrum-Südost;
107;1098;77;317414.520499999;5690192.00129999;Duva Druckerei und Verlags-Anstalt G.m.b.H.;"""Duva"" Druckerei und Verlags-Anstalt G.m.b.H.";1211q;475D;;6;Brüderstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Brüderstraße;6;04103;1211q;0;Mitte;2;Zentrum-Südost;
108;1098;77;317414.520499999;5690192.00129999;Duva Druckerei und Verlags-Anstalt G.m.b.H.;"""Duva"" Druckerei und Verlags-Anstalt G.m.b.H.";1211q;475D;;6;Brüderstraße;;Alt-Leipzig;Verlagsanstalt;Buchhandel und Verlagswesen;Brüderstraße;6;04103;1211q;0;Mitte;2;Zentrum-Südost;
109;1112;78;317474.959;5690178.074;M. Sehrer;Sehrer, M.;1211o;475E;;9;Brüderstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Brüderstraße;0;04103;1211o;0;Mitte;2;Zentrum-Südost;
110;215;79;317516.07399999996;5690134.347;Max Koch;Max Koch;1169f;484D2;;15;Brüderstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Brüderstraße;0;04103;1169f;0;Mitte;2;Zentrum-Südost;
111;214;80;317567.9603;5690112.66249999;Paul John;John, Paul;1260;535;;19;Brüderstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Brüderstraße;15;04103;1260;0;Mitte;2;Zentrum-Südost;
112;936;80;317567.9603;5690112.66249999;A. Müllers Druckerei;A. Müllers Druckerei, Inh.: Albert Müller;1260;535;;19;Brüderstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Brüderstraße;15;04103;1260;0;Mitte;2;Zentrum-Südost;
113;937;82;317929.155;5690069.855;August Pries;August Pries, Inh.: Aug. u. Arno Pries;1149r;416F;;59;Brüderstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Brüderstraße;0;04103;1149r;0;Mitte;2;Zentrum-Südost;
114;1504;82;317929.155;5690069.855;Georg Nitzke & Co.;Georg Nitzke & Co., Inh.: C. Wilh. Nitzke u. Fritz P. Seegers;1149r;416F;;59;Brüderstraße;;Alt-Leipzig;Steindruckerei;Druckereien;Brüderstraße;0;04103;1149r;0;Mitte;2;Zentrum-Südost;
115;213;83;317947.108699999;5690059.89049999;Wilhelm Opetz;Opetz, Wilhelm;3032;416G;;61;Brüderstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Brüderstraße;61;04103;3032;0;Mitte;2;Zentrum-Südost;
116;216;84;317959.997399999;5690055.95219999;Max Prager;Max Prager;3031;416G2;;63;Brüderstraße;;Alt-Leipzig;Grosso- u. Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Brüderstraße;63;04103;3031;0;Mitte;2;Zentrum-Südost;
117;16;85;317097.407999999;5691246.6543;Hermann Stöpel;Stöpel, Hermann;348/349;370/371;;8;Brühl;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Brühl;8;04109;348/1;0;Mitte;0;Zentrum;
118;217;86;317345.974;5691243.685;Otto Schmidt;Schmidt, Otto;426;447;;35;Brühl;;Alt-Leipzig;Kolportagebuchhandlung;Buchhandel und Verlagswesen;Brühl;0;04109;4898/9;0;Mitte;0;Zentrum;
119;217;1263;319073.717;5690802.7991;Otto Schmidt;Otto Schmidt, Inh.: Edm. Scheller;561b;34;;67;Kohlgartenstraße;1 - 71 und 16 - 58;Reudnitz;Buch- u. Papierhandlung;Buchhandel und Verlagswesen;Kohlgartenstraße;67;04315;561b;2;Ost;20;Neustadt-Neuschönefeld;
120;217;1263;319073.717;5690802.7991;Otto Schmidt;Otto Schmidt, Inh.: Edm. Scheller;561b;34;;67;Kohlgartenstraße;1 - 71 und 16 - 58;Reudnitz;Buch- u. Papierhandlung;Papierhandlung/Papierherstellung;Kohlgartenstraße;67;04315;561b;2;Ost;20;Neustadt-Neuschönefeld;
121;15;87;317336.2774;5691241.8659;R. Donnerhack;Donnerhack, R.;406/408/407;428/429;;45;Brühl;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Brühl;33;04109;406;0;Mitte;0;Zentrum;
122;218;88;317457.497;5691190.222;M. W. Kaufmann;M. W. Kaufmann, Inh.: Max Kallmann;396;418;;65;Brühl;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Brühl;61/63;04109;386/9, 386/10, 386/15;0;Mitte;0;Zentrum;
123;221;89;314159.6151;5690924.0236;C. F. Gruner;C. F. Gruner, Inh.: Robert Gruner;386d;630B;;2;Burgauenstraße;;Lindenau;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Nathanaelstraße;2;04177;386d;7;Alt-West;71;Altlindenau;
124;939;89;314159.6151;5690924.0236;R. Gruner;Gruner, R.;386d;630B;;2;Burgauenstraße;;Lindenau;Buchdruckerei;Druckereien;Nathanaelstraße;2;04177;386d;7;Alt-West;71;Altlindenau;
125;219;90;314147.309299999;5690912.15689999;Ludwig Zimmermann, Verlag der Referenzbücher für die Textil-Industrie;Ludwig Zimmermann, Verlag der Referenzbücher für die Textil-Industrie;468c;645;;5;Burgauenstraße;;Lindenau;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Nathanaelstraße;5;04177;468c;7;Alt-West;71;Altlindenau;
126;220;91;314143.1424;5690945.9581;Friedrich Lindner;Lindner, Friedrich, Inh.: Eugen Kaske;386;632;;6;Burgauenstraße;;Lindenau;Reisebuchhandlung;Buchhandel und Verlagswesen;Nathanaelstraße;6;04177;386;7;Alt-West;71;Altlindenau;
127;222;92;317036.147;5690802.606000001;Lincke'sche Leihbibliothek und Buchhandlung;Lincke'sche Leihbibl. u. Buchh., Inh.: Rich. Maeder;592;619;;1-5;Burgstraße;;Alt-Leipzig;Leihbibliothek;Leihbibliotheken / Lesehallen;Burgstraße;1-5;04109;592;0;Mitte;0;Zentrum;
128;222;92;317036.147;5690802.606000001;Lincke'sche Leihbibliothek und Buchhandlung;Lincke'sche Leihbibl. u. Buchh., Inh.: Rich. Maeder;592;619;;1-5;Burgstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Burgstraße;1-5;04109;592;0;Mitte;0;Zentrum;
129;1514;92;317036.147;5690802.606000001;R. Maeder;Maeder, R.;592;619;;1-5;Burgstraße;;Alt-Leipzig;Verlagsbuchhandlung und Kommissionsgeschäft;Buchhandel und Verlagswesen;Burgstraße;1-5;04109;592;0;Mitte;0;Zentrum;
130;940;93;317047.922799999;5690676.2365;Jansen & Schwedes;Jansen & Schwedes, Inh.: Otto Jansen u. C. W. Schwedes;582;609;;25;Burgstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Burgstraße;23;04109;582;0;Mitte;0;Zentrum;
131;921;94;317034.494599999;5690672.1052;K. Schirmer;Schirmer, K.;562/563;585/586;;22/24;Burgstraße;;Alt-Leipzig;Antiquariatsbuchhandlung;Buchhandel und Verlagswesen;Burgstraße;12;04109;4835/1;0;Mitte;0;Zentrum;
132;223;95;318772.87019999896;5691575.5785;F. O. Pfeiffer;Pfeiffer, F. O.;1q;227;;4;Bussestraße;;Neustadt;Versandbuchhandlung;Buchhandel und Verlagswesen;Bussestraße;4;04315;1q;2;Ost;20;Neustadt-Neuschönefeld;
133;941;96;318959.789699999;5689701.04089999;Emil Künne;Künne, Emil, Inh.: Fr. Marschneider;35;39;;8;Cäcilienstraße;1 - 17 und 2 - 26;Neureudnitz;Buchdruckerei;Druckereien;Cäcilienstraße;6;04317;1057 und 1105;3;Südost;30;Reudnitz-Thonberg;
134;224;97;318986.42699999997;5689562.222;Friedrich Rinkefeil;Rinkefeil, Friedrich;315g;41;;23;Cäcilienstraße;19 - 23 und 28 - 30;Reudnitz;Kolportagebuchhandlung;Buchhandel und Verlagswesen;Cäcilienstraße;0;04317;1110;3;Südost;30;Reudnitz-Thonberg;
135;942;98;313688.615699999;5690953.91809999;Georg, Ferdinand;Georg, Ferdinand (vorm. Georg & Waje);1010;768Q;;32;Calvisiusstraße;;Lindenau;Buch- und Kunstdruckerei;Druckereien;Calvisiusstraße;32;04177;1010;7;Alt-West;71;Altlindenau;
136;18;99;317792.89;5689773.8889999995;Meta Oberläuter;Oberläuter, Meta;1118;392;;12;Carolinenstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Paul-List-Straße;0;04103;1118;0;Mitte;2;Zentrum-Südost;
137;225;100;317743.881;5689810.1555;Verlag der Evangel. Luth. Mission;Verlag der Evangel. Luth. Mission;1134;403B;;17;Carolinenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Paul-List-Straße;17;04103;1134;0;Mitte;2;Zentrum-Südost;
138;17;101;317867.9312;5689760.21069999;Foerster & Einbrodt (vorm. Fr. Legel);Foerster & Einbrodt (vorm. Fr. Legel), Inh.: Karl Einbrodt;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Großbuchbinderei;Buchbinderhandwerk;Paul-List-Straße;22;04103;1124/2;0;Mitte;2;Zentrum-Südost;
139;226;101;317867.9312;5689760.21069999;Paul List;Paul List;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Paul-List-Straße;22;04103;1124/2;0;Mitte;2;Zentrum-Südost;
140;227;101;317867.9312;5689760.21069999;List & von Bressensdorf;List & von Bressendorf, Inh.: Felix von Bressensdorf u. Paul List;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Paul-List-Straße;22;04103;1124/2;0;Mitte;2;Zentrum-Südost;
141;228;101;317867.9312;5689760.21069999;G. Freytag, G.m.b.H.;G. Freytag, G.m.b.H.;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Paul-List-Straße;22;04103;1124/2;0;Mitte;2;Zentrum-Südost;
142;1118;101;317867.9312;5689760.21069999;Hilmar Klasing, Verlagsbuchhandlung;Hilmar Klasing, Verlagsbuchhandlung;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Paul-List-Straße;22;04103;1124/2;0;Mitte;2;Zentrum-Südost;
143;1270;101;317867.9312;5689760.21069999;Georg Lang;Georg Lang, Pers. haft. Ges.: Hilmar Klasing;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Karthograpg. Verl. Anst.;Buchhandel und Verlagswesen;Paul-List-Straße;22;04103;1124/2;0;Mitte;2;Zentrum-Südost;
144;1333;101;317867.9312;5689760.21069999;Wolff, Schwab & Co. G.m.b.H.;Wolff, Schwab & Co. G.m.b.H.;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Lichtdruck-Anstalt;Druckereien;Paul-List-Straße;22;04103;1124/2;0;Mitte;2;Zentrum-Südost;
145;229;102;317814.0773;5689797.3462;Otto Wilhelm Barth Verlag;Otto Wilhelm Barth Verlag, Inh.: Wilhelm Barth;1131;402;;23;Carolinenstraße;;Alt-Leipzig;Theaterverlag;Buchhandel und Verlagswesen;Paul-List-Straße;23;04103;1131/2;0;Mitte;2;Zentrum-Südost;
146;230;103;318821.4154;5690348.2913;Ed. Wartig's Verlag Ernst Hoppe;Ed. Wartig's Verlag Ernst Hoppe, Inh.: Herm. Beyer;410i;216C;;25;Charlottenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Baedekerstraße;4;04317;410i;3;Südost;30;Reudnitz-Thonberg;
147;231;103;318821.4154;5690348.2913;Artur Giegler;Artur Giegler, Inh.: Hermann Beyer;410i;216C;;25;Charlottenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Baedekerstraße;4;04317;410i;3;Südost;30;Reudnitz-Thonberg;
148;232;103;318821.4154;5690348.2913;Freund & Wittig;Freund & Wittig, Verl.Buchhdlg, Inh. Hermann Beyer;410i;216C;;25;Charlottenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Baedekerstraße;4;04317;410i;3;Südost;30;Reudnitz-Thonberg;
149;233;103;318821.4154;5690348.2913;Herm. Beyer;Herm. Beyer, Inh.: Herm. Beyer;410i;216C;;25;Charlottenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Baedekerstraße;4;04317;410i;3;Südost;30;Reudnitz-Thonberg;
150;234;103;318821.4154;5690348.2913;C. Bange;C. Bange, Inh.: Herm. Beyer;410i;216C;;25;Charlottenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Baedekerstraße;4;04317;410i;3;Südost;30;Reudnitz-Thonberg;
151;236;104;318958.29179999896;5690948.56519999;Paul Th. Steiner;Paul Th. Steiner, Inh.: Hermann Heyne;241;260;;8;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Reisebuchhandlung;Buchhandel und Verlagswesen;Comeniusstraße;6;04315;241;2;Ost;20;Neustadt-Neuschönefeld;
152;237;104;318958.29179999896;5690948.56519999;Jacobi & Quillet;Jacobi & Quillet, Inh.: Carl Ferdinad Heyne (Glauchau);241;260;;8;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Comeniusstraße;6;04315;241;2;Ost;20;Neustadt-Neuschönefeld;
153;95;105;319058.9987;5691096.7145;Wilhelm Fugmann;Wilhelm Fugmann;577;68E;;17;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Buchbinderei;Buchbinderhandwerk;Comeniusstraße;17;04315;577;2;Ost;20;Neustadt-Neuschönefeld;
154;95;105;319058.9987;5691096.7145;Wilhelm Fugmann;Wilhelm Fugmann;577;68E;;17;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Comeniusstraße;17;04315;577;2;Ost;20;Neustadt-Neuschönefeld;
155;95;105;319058.9987;5691096.7145;Wilhelm Fugmann;Wilhelm Fugmann;577;68E;;17;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Buchdruckerei;Druckereien;Comeniusstraße;17;04315;577;2;Ost;20;Neustadt-Neuschönefeld;
156;235;105;319058.9987;5691096.7145;M. Schmitz;Schmitz, M., Zeit-Verlag;577;68E;;17;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Comeniusstraße;17;04315;577;2;Ost;20;Neustadt-Neuschönefeld;
157;1344;105;319058.9987;5691096.7145;Karnahl & Co.;Karnahl & Co., Inh.: Max Karnahl;577;68E;;17;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Photo-Chemigraphische Anstalt;Graphische Anstalt;Comeniusstraße;17;04315;577;2;Ost;20;Neustadt-Neuschönefeld;
158;95;444;318859.5515;5690981.9215;Wilhelm Fugmann;Wilhelm Fugmann;187a;199;;1;Marschallstraße;;Reudnitz;Buchbinderei;Buchbinderhandwerk;Husemannstraße;1;04315;187a;2;Ost;20;Neustadt-Neuschönefeld;
159;95;444;318859.5515;5690981.9215;Wilhelm Fugmann;Wilhelm Fugmann;187a;199;;1;Marschallstraße;;Reudnitz;Buchdruckerei;Druckereien;Husemannstraße;1;04315;187a;2;Ost;20;Neustadt-Neuschönefeld;
160;95;444;318859.5515;5690981.9215;Wilhelm Fugmann;Wilhelm Fugmann;187a;199;;1;Marschallstraße;;Reudnitz;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Husemannstraße;1;04315;187a;2;Ost;20;Neustadt-Neuschönefeld;
161;19;106;319171.256799999;5691113.0745;Berta Buschmann;Buschmann, Bertha;32;106;;34;Comeniusstraße;27 und 30 - 34;Volkmarsdorf;Buchbinderei;Buchbinderhandwerk;Comeniusstraße;34;04315;32;2;Ost;20;Neustadt-Neuschönefeld;
162;238;107;316182.2328;5693730.5554;Carl Bach;Bach, Carl;292o;135D;;51;Cöthner Straße;;Gohlis;Kolportagebuchhandlung;Buchhandel und Verlagswesen;Cöthner Straße;51;04155;292o;9;Nord;90;Gohlis-Süd;
163;20;108;318734.51;5690431.967999999;Leipziger Buchbinderei-Actiengesellschaft vorm. Gustav Fritzsche;Leipziger Buchbinderei-Actiengesellschaft, vorm. Gustav Fritzsche, Vorst. Arthur Rummel u. Albrecht Schumann;280c/280w;233/233B;;4-6;Crusiusstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Crusiusstraße;0;04317;280c;3;Südost;30;Reudnitz-Thonberg;
164;242;108;318734.51;5690431.967999999;Buchverlag fürs Deutsche Haus Georg Hösemann;Buchverlag fürs Deutsche Haus Georg Hösemann;280c/280w;233/233B;;4-6;Crusiusstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Crusiusstraße;0;04317;280c;3;Südost;30;Reudnitz-Thonberg;
165;943;108;318734.51;5690431.967999999;Körner & Sohn;Körner & Sohn, Inh.: Herm. Körner u. Eugen Körner;280c/280w;233/233B;;4-6;Crusiusstraße;;Alt-Leipzig;Buch- u. Kunstdruckerei;Druckereien;Crusiusstraße;0;04317;280c;3;Südost;30;Reudnitz-Thonberg;
166;943;108;318734.51;5690431.967999999;Körner & Sohn;Körner & Sohn, Inh.: Herm. Körner u. Eugen Körner;280c/280w;233/233B;;4-6;Crusiusstraße;;Alt-Leipzig;Kunstanstalt;Graphische Anstalt;Crusiusstraße;0;04317;280c;3;Südost;30;Reudnitz-Thonberg;
167;1620;108;318734.51;5690431.967999999;Robert Meißner;Robert Meißner, Inh.: Willy Stahr;280c/280w;233/233B;;4-6;Crusiusstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Crusiusstraße;0;04317;280c;3;Südost;30;Reudnitz-Thonberg;
168;944;109;318758.62;5690532.163;Rudolf Loës;Rudolf Loës, Inh.: Rud. Baufeld;276f;298D;;10;Crusiusstraße;;Alt-Leipzig;Graph., Zinkographische Anstalt;Graphische Anstalt;Crusiusstraße;0;04317;276f;3;Südost;30;Reudnitz-Thonberg;
169;944;109;318758.62;5690532.163;Rudolf Loës;Rudolf Loës, Inh.: Rud. Baufeld;276f;298D;;10;Crusiusstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Crusiusstraße;0;04317;276f;3;Südost;30;Reudnitz-Thonberg;
170;239;110;318764.97;5690557.562999999;G. Strübig's Verlag;G. Strübig's Verlag, Inh.: Max Altmann;276d;298C;;12;Crusiusstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Crusiusstraße;0;04317;276d;3;Südost;30;Reudnitz-Thonberg;
171;240;110;318764.97;5690557.562999999;Max Altmann;Altmann, Max;276d;298C;;12;Crusiusstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Crusiusstraße;0;04317;276d;3;Südost;30;Reudnitz-Thonberg;
172;1849;110;318764.97;5690557.562999999;G. Oscar Liebler;G. Oscar Liebler, Inh.: Oscar Liebler u. Herm. Planert;276d;298C;;12;Crusiusstraße;;Alt-Leipzig;Fachgesch. f. Buch- und Steindruckereien;Zuliefer- und Hilfsgewerbe;Crusiusstraße;0;04317;276d;3;Südost;30;Reudnitz-Thonberg;
173;241;111;318761.3519;5690711.6796;Paul Stiehl;Paul Stiehl, Inh.: Robert Stiehkl;274u;510;;15;Crusiusstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Crusiusstraße;2;04317;274u;3;Südost;30;Reudnitz-Thonberg;
174;22;113;318052.496799999;5693946.0938;O. Wetzig;Wetzig, O.;112;155;;96;Delitzscher Straße;21 - 127 und 18 - 172;Eutritzsch;Buchbinderei;Buchbinderhandwerk;Delitzscher Straße;96;04129;111;9;Nord;93;Eutritzsch;
175;23;114;313663.6047;5688257.46169999;A. Zschorn;Zschorn, A.;166a;204B;;73;Dieskaustraße;;Kleinzschocher;Buchbinderei;Buchbinderhandwerk;Dieskaustraße;73;04229;166a;5;Südwest;52;Kleinzschocher;
176;243;115;317036.63489999896;5692286.84479999;Leo Jolowicz;Jolowicz, Leo;2691o;46P3;;3;Döllnitzer Straße;Nordplatz - Ehrensteinstraße (1 - 15 und 2);Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Lumumbastraße;1;04105;2691o;0;Mitte;6;Zentrum-Nord;
177;244;116;316664.786;5690688.097999999;Albert Bernhard Schön;Schön, Albert Bernhard, Bühnen-Verlag u. Vertrieb;2250a;1637;Dorothenpassage;2;Dorotheenplatz;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Dorotheenplatz;0;04109;4843;0;Mitte;4;Zentrum-West;
178;945;117;317942.61100000003;5690994.473999999;Oskar Heller;Oskar Heller;1633d;971J;;4;Dörrienstraße;;Alt-Leipzig;Buchdruckerei;Druckereien;Dörrienstraße;0;04103;1633/4 und 1633/5;0;Mitte;1;Zentrum-Ost;
179;1399;117;317942.61100000003;5690994.473999999;Hermann Arnold;Hermann Arnold;1633d;971J;;4;Dörrienstraße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Dörrienstraße;0;04103;1633/4 und 1633/5;0;Mitte;1;Zentrum-Ost;
180;1099;118;317974.36100000003;5691018.286;Alexander Edelmann (Universitäts-Buchhändler u. Universitäts-Buchdrucker);Alexander Edelmann (Universitäts-Buchhändler u. Universitäts-Buchdrucker), Inh.: Victor Edelmann;1637;971E;;9;Dörrienstraße;;Alt-Leipzig;Universitätsbuchdrucker;Druckereien;Dörrienstraße;0;04103;1637/1 und 1637/2;0;Mitte;1;Zentrum-Ost;
181;1099;118;317974.36100000003;5691018.286;Alexander Edelmann (Universitäts-Buchhändler u. Universitäts-Buchdrucker);Alexander Edelmann (Universitäts-Buchhändler u. Universitäts-Buchdrucker), Inh.: Victor Edelmann;1637;971E;;9;Dörrienstraße;;Alt-Leipzig;Universitätsbuchhändler;Buchhandel und Verlagswesen;Dörrienstraße;0;04103;1637/1 und 1637/2;0;Mitte;1;Zentrum-Ost;
182;1445;118;317974.36100000003;5691018.286;Aug. Kürth;Aug. Kürth, Inh.: Friedr. Max Kürth;1637;971E;;9;Dörrienstraße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Dörrienstraße;0;04103;1637/1 und 1637/2;0;Mitte;1;Zentrum-Ost;
183;247;119;318019.605;5691011.936000001;M. Heinsius Nachf.;M. Heinsius Nachf., Inh.: Rudolf Linnemann;1636;971C;;13;Dörrienstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Dörrienstraße;0;04103;1636;0;Mitte;1;Zentrum-Ost;
184;248;119;318019.605;5691011.936000001;Hachmeister & Thal;Hachmeister & Thal, Inh.: Fritz Hachmeister;1636;971C;;13;Dörrienstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Dörrienstraße;0;04103;1636;0;Mitte;1;Zentrum-Ost;
185;1606;119;318019.605;5691011.936000001;E. W. Fritzsch;E. W. Fritzsch, Inh.: E. u. Rich. Linnemann;1636;971C;;13;Dörrienstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Dörrienstraße;0;04103;1636;0;Mitte;1;Zentrum-Ost;
186;1606;119;318019.605;5691011.936000001;E. W. Fritzsch;E. W. Fritzsch, Inh.: E. u. Rich. Linnemann;1636;971C;;13;Dörrienstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Dörrienstraße;0;04103;1636;0;Mitte;1;Zentrum-Ost;
187;1642;119;318019.605;5691011.936000001;C. F. W. Siegel's Musikalienhandlung (R. Linnemann);C. F. W. Siegel's Musikalienhandlung (R. Linnemann), Inh.: Carl u. Rich. Linnemann;1636;971C;;13;Dörrienstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Dörrienstraße;0;04103;1636;0;Mitte;1;Zentrum-Ost;
188;245;120;318089.455;5690977.011;Leopold Voß;Leopold Voß, Inh.: Arth. Meiner;1633;971P;;16;Dörrienstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Dörrienstraße;0;04103;1633/8;0;Mitte;1;Zentrum-Ost;
